 -2.5416006610e+01, +3.5010752474e+01, +8.6334112633e+01, 9.6567619754e+01
 +2.5416006610e+01, -3.5010752474e+01, +3.9850978037e+01, 5.8820290983e+01
 +1.5612459092e+01, -3.3486087421e+01, +1.5291070315e+01, 3.9986044579e+01
 -1.5612459092e+01, +3.3486087421e+01, +1.0221148412e+02, 1.0868419580e+02
 -1.2683705012e+01, +1.5981323828e+01, +1.1199758696e+02, 1.1384084754e+02
 +1.2683705012e+01, -1.5981323828e+01, -1.1016871512e+01, 2.3187292685e+01
 +1.3174933826e+01, +4.2043645755e+01, -1.9199518581e+01, 4.8061091783e+01
 -1.3174933826e+01, -4.2043645755e+01, -4.2374808104e+01, 6.1129954944e+01
 -3.7019273154e+01, -4.4146905642e+00, +7.7437419127e+01, 8.5944574923e+01
 +3.7019273154e+01, +4.4146905642e+00, +1.5631060125e+02, 1.6069511549e+02
 -1.5500178345e+01, -3.6312549333e+01, +1.6613959800e+02, 1.7076657399e+02
 +1.5500178345e+01, +3.6312549333e+01, +4.6914118539e+02, 4.7079964804e+02
 +2.2968205221e+01, -2.8635089827e+01, -8.0315959424e+01, 8.8307191999e+01
 -2.2968205221e+01, +2.8635089827e+01, -3.8032829682e+02, 3.8209569506e+02
 -2.6545425561e+01, -3.1047352032e+01, -2.7991734506e+00, 4.0944267711e+01
 +2.6545425561e+01, +3.1047352032e+01, -3.4903389978e+01, 5.3729361790e+01
 +3.7287647595e+01, -2.5666477144e+01, +3.8654964503e+02, 3.8919116741e+02
 -3.7287647595e+01, +2.5666477144e+01, +5.4937207718e+02, 5.5123390307e+02
 +2.4188728742e+01, +1.1187970896e+01, +1.6817537686e+02, 1.7027396357e+02
 -2.4188728742e+01, -1.1187970896e+01, +1.6449188952e+03, 1.6451347778e+03
 -3.8134220913e+01, -1.0759741816e+01, -2.9344453613e+02, 2.9610755923e+02
 +3.8134220913e+01, +1.0759741816e+01, -8.9029814145e+02, 8.9117942723e+02
 +4.7386095867e+00, +2.8752289035e+01, -4.9305735474e+01, 5.7273066063e+01
 -4.7386095867e+00, -2.8752289035e+01, -6.1795948136e+01, 6.8321941948e+01
 +1.8667707847e+01, -2.3774470872e+01, +8.0594613512e+02, 8.0651279066e+02
 -1.8667707847e+01, +2.3774470872e+01, +1.0877625870e+02, 1.1289810998e+02
 +6.8487598479e+00, +4.1276055943e+01, +5.1633086700e+02, 5.1802334168e+02
 -6.8487598479e+00, -4.1276055943e+01, +1.1363623997e+03, 1.1371324117e+03
 -1.3867250103e-01, +8.8246419450e+00, +6.2726447335e+01, 6.3344303065e+01
 +1.3867250103e-01, -8.8246419450e+00, -2.8689996403e+01, 3.0016819104e+01
 -1.4252332261e+01, -3.5701203472e+00, +2.1387813925e+01, 2.5948281613e+01
 +1.4252332261e+01, +3.5701203472e+00, +8.9184991792e+02, 8.9197093609e+02
 +3.7748188119e+01, -1.3533386297e+01, -1.3780178467e+03, 1.3786011983e+03
 -3.7748188119e+01, +1.3533386297e+01, -3.8823799882e+02, 3.9030349983e+02
 +1.8972480509e+01, +3.2335701844e+01, +5.7788391208e+01, 6.8884329051e+01
 -1.8972480509e+01, -3.2335701844e+01, -1.5922706114e+00, 3.7524498079e+01
 +4.4636345515e+00, +1.5981961691e+01, +3.5822512849e+01, 3.9479102823e+01
 -4.4636345515e+00, -1.5981961691e+01, +9.6939605883e+02, 9.6953806836e+02
 -1.8664895193e+01, -4.1372261538e+01, +9.9482727688e+02, 9.9586211554e+02
 +1.8664895193e+01, +4.1372261538e+01, +1.2628348806e+03, 1.2636502594e+03
 +1.6468681689e+01, +2.8071694029e+01, -8.5608251335e+02, 8.5670094382e+02
 -1.6468681689e+01, -2.8071694029e+01, -1.5783975858e+02, 1.6116025214e+02
 +1.8588129271e+01, -3.0513776901e+01, +1.8575182934e+03, 1.8578618946e+03
 -1.8588129271e+01, +3.0513776901e+01, +5.3640920554e+02, 5.3759784684e+02
 -2.7124210672e+01, +1.1882587685e+01, +8.1879256167e+01, 8.7069692115e+01
 +2.7124210672e+01, -1.1882587685e+01, +5.3337059601e+02, 5.3419201734e+02
 +2.6731735520e+01, +2.6227975889e+01, +2.9186424797e+01, 4.7479888328e+01
 -2.6731735520e+01, -2.6227975889e+01, -2.2445949619e+01, 4.3661345117e+01
 -2.7968281317e+01, -3.0368637034e-01, +7.8610533122e+01, 8.3438198104e+01
 +2.7968281317e+01, +3.0368637034e-01, +7.1049918570e+02, 7.1104951295e+02
 -4.3680170315e+01, -2.5564784469e+01, -8.8387574992e+01, 1.0185224051e+02
 +4.3680170315e+01, +2.5564784469e+01, -8.0969450874e+01, 9.5485954248e+01
 +3.7223093802e+01, +9.3029876762e+00, +4.1810331727e+01, 5.6746877720e+01
 -3.7223093802e+01, -9.3029876762e+00, +1.8718949811e+02, 1.9108116730e+02
 +5.1062633389e+00, +4.2545324223e+01, +1.3137384169e+02, 1.3818561727e+02
 -5.1062633389e+00, -4.2545324223e+01, +2.7914893675e+02, 2.8241867400e+02
 -4.0737186149e+01, -1.7125566425e+01, -1.1235521374e+02, 1.2073316617e+02
 +4.0737186149e+01, +1.7125566425e+01, -1.1106802017e+02, 1.1953622240e+02
 -9.8363166181e+00, -4.5018291717e+01, -7.4473189561e+01, 8.7576570366e+01
 +9.8363166181e+00, +4.5018291717e+01, -7.0226290146e+01, 8.3994830445e+01
 -3.7636561508e+01, -2.5119005669e+01, -1.4061808285e+02, 1.4771905914e+02
 +3.7636561508e+01, +2.5119005669e+01, -2.0073188138e+02, 2.0576871339e+02
 -1.2761698267e+01, +4.4185319031e+01, +5.8406865234e+02, 5.8587660306e+02
 +1.2761698267e+01, -4.4185319031e+01, +4.4154838143e+02, 4.4393713125e+02
 -4.4149110744e+01, +1.0286602698e+01, -6.0990795963e+02, 6.1159028556e+02
 +4.4149110744e+01, -1.0286602698e+01, -5.0200400913e+02, 5.0404660832e+02
 +1.2376625750e+01, -3.1568542248e+01, -1.1524963413e+02, 1.2013422448e+02
 -1.2376625750e+01, +3.1568542248e+01, -6.0956406096e+02, 6.1050642759e+02
 -3.8358348074e+01, -1.1003029064e+01, +3.5021726433e+01, 5.3093792838e+01
 +3.8358348074e+01, +1.1003029064e+01, +1.0820905786e+02, 1.1533269146e+02
 -2.6423158331e+01, +1.1977829606e+01, +1.9085880868e+02, 1.9305112419e+02
 +2.6423158331e+01, -1.1977829606e+01, +1.5225767923e+03, 1.5228531578e+03
 +1.3706400930e+01, +2.8883110130e+01, -4.8074340001e+02, 4.8180526786e+02
 -1.3706400930e+01, -2.8883110130e+01, -7.6764970299e+01, 8.3156239346e+01
 +2.6033245801e+01, -2.4148089361e+01, +1.7699111850e+02, 1.8051791084e+02
 -2.6033245801e+01, +2.4148089361e+01, +7.5220855957e+01, 8.3180750643e+01
 +7.0374037091e-01, -4.3565425815e+01, +8.9356388465e+01, 9.9413307642e+01
 -7.0374037091e-01, +4.3565425815e+01, +3.9360591587e+01, 5.8717099273e+01
 +1.6259254637e+01, -5.6510996208e+00, -6.7319715475e+02, 6.7341718678e+02
 -1.6259254637e+01, +5.6510996208e+00, -2.3442655594e+01, 2.9083610325e+01
