px,py,pz,E,mx,my,mz,K
-8.305014921,-19.97252354,-119.2372368,121.1833058,8.305014921,19.97252354,-1906.271874,1906.39459
21.88759446,10.64219137,3.2246688,24.55038732,-21.88759446,-10.64219137,-93.42668705,96.54464709
2.331508524,-42.69003183,-11.35261991,44.23524306,-2.331508524,42.69003183,22.47033689,48.29897297
16.24335188,-13.04369354,17.57258456,27.25399327,-16.24335188,13.04369354,459.9216628,460.3932236
46.82667963,3.857970901,66.1134713,81.10864906,-46.82667963,-3.857970901,40.34563166,61.9305406
-20.10909404,-41.34993358,-74.79002788,87.7937409,20.10909404,41.34993358,-44.0879945,63.70199313
28.35176887,-31.08064357,10.20640467,43.28972047,-28.35176887,31.08064357,-21.48976778,47.24022991
-42.66092844,23.29596473,138.31375,146.6061057,42.66092844,-23.29596473,315.9901516,319.7067918
-14.93484097,-32.24550882,881.0982509,881.8145781,14.93484097,32.24550882,199.9607097,203.0938398
-17.44545553,-30.97027615,115.4930162,120.8393095,17.44545553,30.97027615,561.4845395,562.6085584
-39.08731127,14.79803388,83.04183642,92.9663719,39.08731127,-14.79803388,34.50091174,54.19513465
-38.02400194,21.0918559,-48.77680986,65.3442292,38.02400194,-21.0918559,-92.50153935,102.211672
-27.18974262,36.09005834,166.3774743,172.4042875,27.18974262,-36.09005834,167.3252779,173.3191364
-25.05263099,-7.981698043,-138.0449632,140.526701,25.05263099,7.981698043,-1435.490938,1435.731721
26.91249148,35.82961847,86.51212312,97.42890333,-26.91249148,-35.82961847,128.4904459,136.0802647
-13.90578775,35.3283578,200.4934073,204.0565367,13.90578775,-35.3283578,692.1909281,693.2313789
31.93781232,-20.94374185,-50.65701695,63.44129212,-31.93781232,20.94374185,-123.799191,129.5565663
-29.62830457,18.69856453,486.6217954,487.8813837,29.62830457,-18.69856453,109.7605964,115.2165841
36.25156531,9.063984554,18.46186257,41.67939746,-36.25156531,-9.063984554,111.8157237,117.8943928
3.051306476,-7.455628192,200.579905,200.7416129,-3.051306476,7.455628192,-8.297611033,11.56491296
40.91958619,-3.533676358,60.65299866,73.2508406,-40.91958619,3.533676358,180.2672142,184.8869057
-42.48061706,5.523250076,277.8316277,281.1147852,42.48061706,-5.523250076,125.7036562,132.8025538
14.92002738,-15.24462422,-26.28092772,33.84808631,-14.92002738,15.24462422,56.22306884,60.13351191
-27.12707904,36.02270627,-104.1587734,113.5013827,27.12707904,-36.02270627,-154.5759249,161.0193477
1.9328323,-17.50949612,134.2438292,135.394697,-1.9328323,17.50949612,-7.702823601,19.22633055
-10.14013644,-20.67364448,133.622812,135.5923221,10.14013644,20.67364448,751.4896483,751.8423461
-15.46615345,25.53121854,-11.09969846,31.84726564,15.46615345,-25.53121854,-180.1308098,182.5873864
-44.9565706,4.567799012,25.73595777,52.00286098,44.9565706,-4.567799012,14.52241837,47.46428829
-11.94341061,36.22277144,273.5610194,276.2071063,11.94341061,-36.22277144,50.50520723,63.28910005
-38.78637742,20.95046818,59.94272053,74.40722367,38.78637742,-20.95046818,140.1820739,146.9500562
1.698976125,-33.88854953,-4.346620865,34.20838233,-1.698976125,33.88854953,83.33745958,89.98028939
28.65810478,-16.64806421,343.4436655,345.039123,-28.65810478,16.64806421,59.82805262,68.39474316
-33.19344319,31.38708772,54.1069683,70.81326122,33.19344319,-31.38708772,73.94673818,86.91992886
32.22562388,-5.917331559,215.7007039,218.1749283,-32.22562388,5.917331559,30.99731734,45.10365095
-41.59247045,-24.88823126,177.9319328,184.4156457,41.59247045,24.88823126,199.983501,205.7735608
42.26401203,-5.447301878,23.41950477,48.62502456,-42.26401203,5.447301878,74.37418515,85.71720496
22.1655485,-0.839530122,-54.43348293,58.77942169,-22.1655485,0.839530122,-884.2084888,884.4866693
-38.29412478,-19.1155962,1324.164562,1324.85608,38.29412478,19.1155962,779.9342006,781.1076771
-20.79933351,-41.15818515,126.4826251,134.6271255,20.79933351,41.15818515,140.8103196,148.1693443
-42.00705761,5.381450344,-302.5746963,305.5241394,42.00705761,-5.381450344,-151.5722459,157.3775671
-12.6848816,-33.24522743,137.6474733,142.1723541,12.6848816,33.24522743,70.49028254,78.96221438
1.77770598,-36.53876141,-4.356872911,36.84051663,-1.77770598,36.53876141,71.95911722,80.72394858
-2.011649833,-6.954010648,222.6284495,222.7461145,2.011649833,6.954010648,-7.544297759,10.45568878
-1.845780946,25.75062517,276.7517373,277.9532797,1.845780946,-25.75062517,17.85942592,31.39204832
-31.29219603,26.54485658,-576.9558557,578.4132522,31.29219603,-26.54485658,-235.8662371,239.4090908
-3.667717748,0.4194639672,88.29044598,88.36758996,3.667717748,-0.4194639672,-22.77218,23.06946652
-6.659820076,-18.8058237,16.58573369,25.94414713,6.659820076,18.8058237,-92.44058479,94.56888455
-42.38107001,-22.48808248,-1.288563142,47.99509708,42.38107001,22.48808248,-1.001531591,47.98824871
37.77013625,23.84286921,267.4898843,271.1934804,-37.77013625,-23.84286921,168.8924017,174.6989095
2.961365554,12.23911487,-2.95089221,12.93342119,-2.961365554,-12.23911487,247.9113317,248.2309288
-45.36437016,-2.630208163,6.683711563,45.92946849,45.36437016,2.630208163,-2.050590514,45.48680025
41.52265002,5.741445775,218.3070023,222.2949436,-41.52265002,-5.741445775,245.6597009,249.2103195
36.13569474,-26.67201885,-48.56966906,66.1528365,-36.13569474,26.67201885,-66.43772433,80.19449008
38.9893526,24.02680042,3.805497883,45.95583281,-38.9893526,-24.02680042,19.89277434,49.93174567
34.36185437,-3.12625028,-48.17033522,59.25277775,-34.36185437,3.12625028,-256.6229665,258.9321483
-8.723501701,-1.385597711,10.67301581,13.85397522,8.723501701,1.385597711,-191.8826959,192.0858879
43.16662726,-9.763800301,419.9270453,422.2527831,-43.16662726,9.763800301,363.9570576,366.6380085
-5.215079593,10.41718843,-106.0419182,106.6799104,5.215079593,-10.41718843,16.475776,20.17835634
-37.3261496,-18.35186508,-65.50934645,77.59836897,37.3261496,18.35186508,-17.10271384,44.97260518
-16.59368486,-15.5300561,-36.75993578,43.21835141,16.59368486,15.5300561,49.42404934,54.39916978
29.6904384,33.70063645,33.25021654,55.88230426,-29.6904384,-33.70063645,39.50655907,59.81657997
-41.02475465,7.844848734,475.033793,476.8665187,41.02475465,-7.844848734,1326.492545,1327.14997
35.00940296,-18.631189,-49.95284429,63.78139345,-35.00940296,18.631189,2.339749184,39.72724412
33.40860286,13.61419333,27.38022378,45.28970809,-33.40860286,-13.61419333,140.461824,145.0207054
22.5257372,38.77506959,-204.1943066,209.0603494,-22.5257372,-38.77506959,-136.7520482,143.916773
26.49376501,-27.98747165,82.74840039,91.28261566,-26.49376501,27.98747165,13.41863458,40.80781675
-15.46196133,-4.725552156,1493.588212,1493.675718,15.46196133,4.725552156,47.79691947,50.45739392
1.561106872,26.20711745,4.048748846,26.56393094,-1.561106872,-26.20711745,152.5264158,154.769369
-40.37760017,16.19521114,-356.3293308,358.9752463,40.37760017,-16.19521114,-184.4270351,189.4886981
-5.897899797,39.64342845,-36.42782249,54.16062123,5.897899797,-39.64342845,6.727592633,40.6404619
25.23091019,33.99257629,1170.649022,1171.414199,-25.23091019,-33.99257629,558.1648328,559.7678756
12.71760249,-40.53658684,41.58036891,59.44644114,-12.71760249,40.53658684,2.418334764,42.55350313
-29.74124637,9.081678409,-21.44494905,37.77438891,29.74124637,-9.081678409,-223.464943,225.6182602
-23.36810936,5.788026093,1257.93217,1258.162515,23.36810936,-5.788026093,98.56093338,101.4585007
-37.447089,4.082243666,22.95142788,44.11028486,37.447089,-4.082243666,-36.49271318,52.44680451
45.65822532,6.875854526,-162.3982188,168.8346303,-45.65822532,-6.875854526,-140.2776721,147.6813333
38.70889232,26.58129719,136.091058,143.9643003,-38.70889232,-26.58129719,203.2015102,208.5564611
30.92945418,-18.8938018,-87.49173632,94.70169379,-30.92945418,18.8938018,-7.409364608,36.99331786
-12.34835851,-24.7762089,-390.1160001,391.096965,12.34835851,24.7762089,-40.90925313,49.39543984
6.937338534,44.77458461,-1011.322691,1012.337136,-6.937338534,-44.77458461,-1317.359934,1318.138872
6.869942416,32.19258747,933.9716744,934.5515756,-6.869942416,-32.19258747,717.425373,718.1801477
53.26948074,-18.01406676,-38.12475365,67.93850911,-53.26948074,18.01406676,-41.44314786,69.85469694
-44.09842779,3.788722207,-99.13233678,108.5644783,44.09842779,-3.788722207,-167.0129432,172.7783231
-6.056858485,-36.82810192,134.7466899,139.8201168,6.056858485,36.82810192,29.00274433,47.2668362
-25.00756615,-14.78900843,-584.1253152,584.8473963,25.00756615,14.78900843,-190.548064,192.7502473
15.99183364,-1.704891614,-11.996433,20.06389302,-15.99183364,1.704891614,118.6687638,119.7535841
-11.28638385,44.11539445,-1439.592599,1440.312605,11.28638385,-44.11539445,-1316.947242,1317.734263
-37.16607356,-6.288123897,-83.88827824,91.96793328,37.16607356,6.288123897,-307.8941315,310.1929299
37.46191165,-13.51270483,-122.9129456,129.2036386,-37.46191165,13.51270483,-31.92101668,51.0386062
-3.341364597,19.79112394,83.57253765,85.94895202,3.341364597,-19.79112394,-10.76973458,22.77807031
-25.28949947,-37.60851118,-33.83221136,56.55596716,25.28949947,37.60851118,-34.01522458,56.66563685
8.409853039,-19.1639196,-40.08324396,45.21778288,-8.409853039,19.1639196,-739.757835,740.0538061
-30.72633274,28.96510428,-1120.356456,1121.15194,30.72633274,-28.96510428,-577.4980339,579.0397775
3.266284954,-39.26731283,-825.3629028,826.3029177,-3.266284954,39.26731283,-2480.851229,2481.164124
17.45292729,2.764807885,857.4321115,857.6141759,-17.45292729,-2.764807885,33.11957181,37.53871162
-17.48434091,40.63406163,-352.3229105,355.0890908,17.48434091,-40.63406163,-289.7925612,293.1493777
-30.65375887,21.59750214,-1059.621196,1060.284482,30.65375887,-21.59750214,-282.8396505,285.3145158
29.33642946,15.59683925,-70.72670428,78.14188497,-29.33642946,-15.59683925,-400.8267681,402.2014241
-23.66016494,28.02967455,-126.089027,131.3160645,23.66016494,-28.02967455,-396.1053162,397.8000598
-29.2682484,-22.73940274,22.24988655,43.22925228,29.2682484,22.73940274,-35.11165598,51.05427687
-36.3171041,31.26406774,-405.3749651,408.1975457,36.3171041,-31.26406774,-319.960649,323.5292736
28.60040741,-16.49688247,-75.28471816,82.20656436,-28.60040741,16.49688247,-417.9008705,419.2031345
12.48747927,-19.23305101,16.27385709,28.11913608,-12.48747927,19.23305101,-89.95858477,92.83530774
20.55959396,-16.20608,-15.42239132,30.38394455,-20.55959396,16.20608,-267.9112659,269.1872589
12.24063909,20.20865112,-26.18242734,35.26673116,-12.24063909,-20.20865112,-401.4031967,402.0979348
8.924440109,9.064315994,26.5545491,29.44404072,-8.924440109,-9.064315994,1080.059988,1080.134892
-7.071061729,42.99461621,154.3163331,160.3498288,7.071061729,-42.99461621,88.54127091,98.68177944
26.73338739,-34.25182461,156.9345281,162.8382866,-26.73338739,34.25182461,311.9196482,314.9313074
41.84824068,-3.960676991,-224.0679937,227.9768146,-41.84824068,3.960676991,-511.2145607,512.9398496
3.348802449,4.076874319,-150.3846591,150.4771779,-3.348802449,-4.076874319,12.68482603,13.73827476
35.22396041,-24.46844579,-1349.306017,1349.987467,-35.22396041,24.46844579,-704.5343876,705.8386044
-29.74203605,-33.07751649,-616.788075,618.3900389,29.74203605,33.07751649,-435.6869087,437.951816
14.34202435,39.5505446,-266.3802189,269.6819613,-14.34202435,-39.5505446,-622.4374099,623.8575707
-40.15370399,-5.681786617,-11.29403679,42.09700595,40.15370399,5.681786617,19.62138102,45.05109584
-4.633397287,-0.9358581439,1.377802828,4.923671548,4.633397287,0.9358581439,-663.8641507,663.8809793
-6.609239975,-10.48331863,15.68511584,19.9901196,6.609239975,10.48331863,-114.4939177,115.1626642
20.44732636,-4.148696404,-17.45792258,27.20448305,-20.44732636,4.148696404,-393.2847964,393.8378295
-5.180947929,29.59282071,-24.68623967,38.88428587,5.180947929,-29.59282071,-218.6994549,220.7533212
21.48239867,3.956374851,-7.466114854,23.08439355,-21.48239867,-3.956374851,113.0372767,115.1285033
43.40556846,1.147178018,-252.5970923,256.3018736,-43.40556846,-1.147178018,-127.7001936,134.880313
26.19712392,-32.77626892,146.1940325,152.0962467,-26.19712392,32.77626892,56.1411008,70.08848911
36.73751061,16.76536643,-254.7564286,257.9371243,-36.73751061,-16.76536643,-604.865408,606.2119134
-22.54901277,-35.39406355,-3.936556666,42.15085041,22.54901277,35.39406355,-42.70619588,59.87501047
-17.96900628,10.48364873,0.6268456124,20.81309714,17.96900628,-10.48364873,-175.9636059,177.1891156
-11.4373499,-31.80183815,576.821439,577.8106458,11.4373499,31.80183815,110.037876,115.1108337
35.4260657,25.66923756,-316.5401655,319.5490452,-35.4260657,-25.66923756,-1216.479578,1217.265985
-31.86768994,16.73332895,-190.9906587,194.3527351,31.86768994,-16.73332895,-36.9519627,51.58489611
-40.74806402,-2.473757934,970.4049543,971.2632493,40.74806402,2.473757934,934.476813,935.3680763
9.789742853,-27.7092254,-53.64409994,61.16640987,-9.789742853,27.7092254,-430.5653958,431.5671446
9.751136655,-19.66862819,-16.73635813,27.60516771,-9.751136655,19.66862819,-347.0747225,347.7683175
10.18798656,-11.00756981,-177.4015146,178.0344322,-10.18798656,11.00756981,6.629782203,16.39864858
-5.755013102,-11.95030919,98.18754805,99.07938563,5.755013102,11.95030919,-18.16091763,22.4888638
33.48365934,7.144495825,54.38098524,64.26111436,-33.48365934,-7.144495825,-20.17424611,39.73914279
-36.34837809,18.88648902,756.0446757,757.1535219,36.34837809,-18.88648902,2298.961245,2299.326143
-44.25610405,11.0245045,-7.816290678,46.27350046,44.25610405,-11.0245045,-19.42387714,49.57246663
-27.62392282,-29.15265849,117.2671644,123.9538078,27.62392282,29.15265849,375.0481916,377.1923974
