px,py,pz,E,mx,my,mz,K
-27.99238661,7.047767888,-10.98117681,30.88415426,27.99238661,-7.047767888,77.09464957,82.32150225
-11.82630089,-43.72921473,-591.709734,593.4412481,11.82630089,43.72921473,-719.3510213,720.775969
-24.38741539,31.36860263,-1591.389002,1591.88495,24.38741539,-31.36860263,-558.1582257,559.5706749
10.21648024,31.01381564,-797.4473093,798.1155583,-10.21648024,-31.01381564,-2778.005193,2778.197093
-29.81615642,-15.76834295,-215.0356644,217.6648359,29.81615642,15.76834295,-1033.898022,1034.448048
23.56426438,2.861499387,25.09836852,34.54548938,-23.56426438,-2.861499387,-54.35756633,59.3144818
-10.23647192,25.39882511,-39.23538071,47.84663806,10.23647192,-25.39882511,-392.2281271,393.1828955
11.54883246,25.24718291,-73.13837017,78.23053731,-11.54883246,-25.24718291,-646.5463592,647.1421716
-9.412278906,-28.2050128,6.748331744,30.4902234,9.412278906,28.2050128,-66.46906838,72.81655576
16.83088842,1.313464527,-328.1065342,328.5405634,-16.83088842,-1.313464527,-6.944656434,18.25465001
20.65390192,-1.309275725,-1586.37492,1586.509907,-20.65390192,1.309275725,-86.50825087,88.94928519
-2.502398125,12.23796381,-55.07131078,56.47016049,2.502398125,-12.23796381,-2868.150673,2868.177873
12.64535375,-16.16214341,-15.98770773,26.01397028,-12.64535375,16.16214341,-389.7923627,390.3321737
-28.70908054,32.32595702,44.00502847,61.68971821,28.70908054,-32.32595702,88.08773838,98.12557493
27.67970471,-35.1582905,-78.82873008,90.64347814,-27.67970471,35.1582905,-56.90304995,72.38942283
16.59230517,-39.00134489,-25.41422304,49.41955308,-16.59230517,39.00134489,-17.23097602,45.75277072
-8.970391877,15.79318186,-1.695433413,18.24190281,8.970391877,-15.79318186,-234.4445578,235.1470672
-25.68807145,-25.40187665,-65.26566027,74.59717664,25.68807145,25.40187665,-289.9416159,292.1836289
7.199572585,-35.35723791,191.1537177,194.5294628,-7.199572585,35.35723791,846.278169,847.0470515
-21.51214719,-29.47984383,-131.5859581,136.5529129,21.51214719,29.47984383,-24.35990853,43.87754338
11.804532,36.47993014,70.62822473,80.36465894,-11.804532,-36.47993014,8.370594317,39.24537078
38.18763623,-9.947916,-258.569157,261.5631196,-38.18763623,9.947916,-749.0448829,750.0836575
21.17109524,-20.20623103,249.8198469,251.5282548,-21.17109524,20.20623103,1907.189925,1907.414459
-0.5557448382,13.03478773,12.28973037,17.92350457,0.5557448382,-13.03478773,-142.615483,143.2110001
5.842825838,35.13308786,-178.1799408,181.7046059,-5.842825838,-35.13308786,-753.4678216,754.3091082
-26.40856663,-32.6465474,314.9759441,317.7625762,26.40856663,32.6465474,288.6380309,291.6764
8.796213476,13.79236235,-80.29870284,81.9480586,-8.796213476,-13.79236235,29.95555049,34.13118275
13.14635309,1.989512004,172.3582446,172.8703249,-13.14635309,-1.989512004,-7.729463501,15.37951116
-8.26257691,43.30802461,-453.3871264,455.5257858,8.26257691,-43.30802461,-557.88621,559.6256592
14.72384282,-26.79402454,138.0334838,141.3787606,-14.72384282,26.79402454,880.1434002,880.6742395
-13.92418885,-5.865384271,57.69933372,59.64477245,13.92418885,5.865384271,-30.55012165,34.08219037
7.429013699,18.73967505,27.36644582,33.98952812,-7.429013699,-18.73967505,549.1831871,549.5530353
-24.58626949,4.428002283,-127.7474253,130.1671868,24.58626949,-4.428002283,-1892.774842,1892.939697
-32.9347735,-27.44245412,-93.43041231,102.796058,32.9347735,27.44245412,-149.0790943,155.1204821
38.62356409,-14.02574658,48.32951203,63.43692145,-38.62356409,14.02574658,6.047966809,41.53407243
-11.86312564,12.00118777,52.53692654,55.18053015,11.86312564,-12.00118777,1482.145876,1482.241937
-24.93906709,-39.31648103,-28.55504009,54.61806535,24.93906709,39.31648103,1.483260989,46.58264496
34.14882325,-9.812899277,-150.0060694,154.1565956,-34.14882325,9.812899277,-25.13219912,43.52082897
-1.251805724,-42.95296764,19.33506799,47.12079478,1.251805724,42.95296764,50.63336795,66.40980648
23.322321,-7.044106002,26.22998122,35.79891061,-23.322321,7.044106002,226.6901873,227.9955945
13.2720793,-9.045277199,-35.73382883,39.17743804,-13.2720793,9.045277199,-1147.157828,1147.270259
36.46364769,25.28901983,80.81228571,92.19413023,-36.46364769,-25.28901983,85.6830317,96.49204138
39.37152916,-25.20139946,91.3301102,102.5983278,-39.37152916,25.20139946,89.86155986,101.2932761
-30.38343437,-33.56573561,-216.2261773,220.9153038,30.38343437,33.56573561,-212.0164195,216.7966186
-5.212958065,-26.19414795,-108.3794485,111.6217415,5.212958065,26.19414795,10.0007578,28.51882668
7.28197137,-15.43663375,190.6171771,191.3797925,-7.28197137,15.43663375,-3.073964841,17.34260731
36.73215295,-17.34737444,529.7324578,531.2877369,-36.73215295,17.34737444,1305.98784,1306.619463
-11.85788646,9.223530689,-106.8674225,107.9181587,11.85788646,-9.223530689,15.87002466,21.852704
19.96095032,26.69020287,-397.2952571,398.6907671,-19.96095032,-26.69020287,-66.23120119,74.14430847
-29.13180631,-31.52641974,279.2324882,282.5125834,29.13180631,31.52641974,658.1600616,659.5583704
-12.50183685,-35.36095003,449.2572227,450.8200803,12.50183685,35.36095003,1750.308173,1750.709969
-24.07099308,-8.328633991,117.2639344,119.9983715,24.07099308,8.328633991,-1.962960906,25.54666451
-19.58058662,-40.06512572,-16.02633095,47.38625281,19.58058662,40.06512572,3.870260877,44.76150791
-20.42818049,-25.43408017,-89.67122389,95.42081212,20.42818049,25.43408017,-516.1630995,517.1929507
-5.456900012,41.03503775,-75.07667159,85.73306653,5.456900012,-41.03503775,-157.3630349,162.7168609
1.080854937,-17.62307584,-322.2013166,322.6847215,-1.080854937,17.62307584,-8.002657283,19.38513794
2.587510914,-45.88038855,-465.1132958,467.3778805,-2.587510914,45.88038855,-453.7881378,456.1089555
17.47834124,24.14013608,-15.72359056,33.696734,-17.47834124,-24.14013608,-192.1004602,194.398625
22.07110392,4.253758802,-161.558445,163.1145586,-22.07110392,-4.253758802,-0.6251956454,22.48597256
-7.235577692,4.284466822,123.2965884,123.5830043,7.235577692,-4.284466822,-16.0856145,18.15095684
-42.08347568,19.92210906,-62.70459913,78.10106342,42.08347568,-19.92210906,-83.06055311,95.22061141
-5.087882574,16.0097478,16.87552158,23.81137968,5.087882574,-16.0097478,547.621837,547.8794347
-36.17532221,15.5735377,280.695788,283.4454346,36.17532221,-15.5735377,80.36125967,89.4936929
33.882407,17.40272308,96.98864709,104.2001437,-33.882407,-17.40272308,374.5360215,376.4679318
39.27950835,20.8883207,-118.3129225,126.400749,-39.27950835,-20.8883207,-105.9966483,114.9543003
-41.27874144,-20.42994867,4.464290535,46.27361221,41.27874144,20.42994867,26.11292786,52.94527645
40.13502309,-10.82021397,-3.675791943,41.73018757,-40.13502309,10.82021397,-46.78213152,62.58166615
29.50753775,7.478103869,-220.0846934,222.1798575,-29.50753775,-7.478103869,-24.30772354,38.95487447
10.81449775,-17.87318633,-20.04128815,28.94922075,-10.81449775,17.87318633,-420.2998773,420.8187151
8.864661654,11.76337836,0.3875898224,14.73463684,-8.864661654,-11.76337836,257.4529417,257.8739547
-5.871209986,41.12613061,-113.4642779,120.8303442,5.871209986,-41.12613061,-36.53527369,55.3231954
-14.11365885,-20.22766953,429.3232887,430.0312084,14.11365885,20.22766953,34.42614022,42.34988915
13.39936757,9.558060202,35.40445959,39.04324942,-13.39936757,-9.558060202,-52.17014963,54.70488167
28.58972822,-34.40371599,-227.8899629,232.2387207,-28.58972822,34.40371599,-372.3726596,375.0498445
20.79124214,17.67038459,116.7973182,119.9422019,-20.79124214,-17.67038459,-3.688313371,27.53401346
29.53111383,-0.6848031809,252.4053308,254.1279337,-29.53111383,0.6848031809,29.77649196,41.94275995
39.14879712,-3.422976189,107.6295141,114.5794807,-39.14879712,3.422976189,24.55325881,46.33797147
-7.754456238,-44.08179556,-26.81046309,52.1741049,7.754456238,44.08179556,-33.04431621,55.63508897
-2.405635196,-20.63051485,18.63969392,27.90776618,2.405635196,20.63051485,383.4376897,383.999827
-23.76117181,-34.31195206,2007.26787,2007.701722,23.76117181,34.31195206,946.3978556,947.3176893
-2.266446503,-9.995210015,9.679447621,14.09725893,2.266446503,9.995210015,-173.1670431,173.4700719
2.254069492,-30.63351201,91.4462073,96.46710174,-2.254069492,30.63351201,679.9005074,680.594
-38.53405737,12.87649125,-48.0825127,62.94923059,38.53405737,-12.87649125,-156.6469274,161.8299646
43.97625406,-6.439125648,-293.1599079,296.5098731,-43.97625406,6.439125648,-193.27691,198.3212979
6.482430894,16.57183063,5.305799323,18.56876375,-6.482430894,-16.57183063,-146.311742,147.3898685
31.92144181,21.1619622,258.8952045,261.7126936,-31.92144181,-21.1619622,85.65598108,93.82832294
-21.35241929,11.74191133,-987.9190881,988.2195722,21.35241929,-11.74191133,-80.04636899,83.67329012
-6.581338601,-5.000494066,621.064781,621.11978,6.581338601,5.000494066,1.859921367,8.472205508
-36.84268407,32.37462958,-157.2302027,164.7022667,36.84268407,-32.37462958,-133.768995,142.4768193
0.3469340017,-26.58160156,310.0254813,311.163142,-0.3469340017,26.58160156,3210.117987,3210.228059
3.496100562,14.78795333,27.39584965,31.32792462,-3.496100562,-14.78795333,-56.32882331,58.34245983
7.904372376,10.30624176,-694.0876479,694.209162,-7.904372376,-10.30624176,-12.10465862,17.75444965
35.2432795,-26.26903144,377.9808337,380.5281349,-35.2432795,26.26903144,712.6164387,713.9708253
4.731047104,28.60544327,355.6329816,356.8129367,-4.731047104,-28.60544327,42.94944282,51.81996555
21.77556915,-25.41534218,-310.9751063,312.7708935,-21.77556915,25.41534218,-25.46936596,42.05714722
5.802207032,-30.05010243,-108.2644223,112.5071527,-5.802207032,30.05010243,-793.4819792,794.0719902
31.10037488,1.770313955,340.7178749,342.1389157,-31.10037488,-1.770313955,2229.033636,2229.251291
-13.23679495,13.21017412,11.36227642,21.88201925,13.23679495,-13.21017412,401.5426046,401.9778411
26.42816582,-23.92181366,-1909.046436,1909.379218,-26.42816582,23.92181366,-449.0209396,450.4336858
-6.882057387,-45.24901551,266.5045271,270.4061743,6.882057387,45.24901551,216.5432084,221.327353
-2.693955271,-25.88096433,588.0717293,588.6471274,2.693955271,25.88096433,51.94024028,58.09363364
30.826425,16.15605508,133.4941161,137.9563903,-30.826425,-16.15605508,20.09626319,40.18888389
35.23665081,-17.48167756,-206.6099007,210.3209016,-35.23665081,17.48167756,-46.89896397,61.21064803
-6.016873816,-7.311753205,-7.607860092,12.14677079,6.016873816,7.311753205,-897.7006317,897.7505716
36.61816467,-25.4831201,1339.403819,1340.146586,-36.61816467,25.4831201,1849.142266,1849.680351
31.22936701,-3.63112852,1067.490385,1067.953267,-31.22936701,3.63112852,174.5408972,177.3498894
-42.9936174,12.98553666,-73.78653774,86.38013921,42.9936174,-12.98553666,-106.3902799,115.4814572
-2.145143741,39.29664063,-302.2985486,304.8495368,2.145143741,-39.29664063,-83.52212844,92.32970023
-36.68392033,-13.82217587,-70.9381649,81.04928005,36.68392033,13.82217587,-297.3249699,299.8981498
-14.24897188,10.02176587,-87.13797641,88.86223002,14.24897188,-10.02176587,18.79933108,25.62974522
3.376228521,-45.12320163,-42.10220533,61.80694086,-3.376228521,45.12320163,-57.69562199,73.32316851
0.9420378549,-34.25143038,-5.951784262,34.777459,-0.9420378549,34.25143038,-86.19913056,92.75957109
29.57910843,16.70093599,-317.969458,319.7787066,-29.57910843,-16.70093599,-57.34675995,66.65205019
8.38734105,17.83018861,34.78967401,39.98230275,-8.38734105,-17.83018861,-49.53631464,53.31143952
-17.68153497,0.67700672,14.88777116,23.12446209,17.68153497,-0.67700672,-100.302264,101.8510638
-9.531355933,-16.69449123,-1532.437854,1532.558426,9.531355933,16.69449123,-71.27205135,73.81909026
28.75844618,-4.581389076,2291.555283,2291.740311,-28.75844618,4.581389076,296.9800366,298.4043892
37.3280613,-21.09681868,20.04412016,47.33103286,-37.3280613,21.09681868,-8.000366443,43.61726472
-39.11187025,19.31371466,13.48458265,45.6573317,39.11187025,-19.31371466,38.24521312,58.01253567
-34.82104484,15.58591842,6.73486427,38.73995887,34.82104484,-15.58591842,-48.51711809,61.71982473
-30.31302106,4.255964789,27.6148097,41.2258438,30.31302106,-4.255964789,-38.42195878,49.12473306
29.71917687,-25.69625926,155.4572879,160.3449269,-29.71917687,25.69625926,381.334148,383.3526571
-18.06256603,-44.64544488,63.01986066,79.31566603,18.06256603,44.64544488,109.4431479,119.5712117
-28.35102552,36.1347941,-39.02479725,60.26971705,28.35102552,-36.1347941,-50.50171919,68.26366262
38.26860727,-25.00370917,42.80491597,62.62533517,-38.26860727,25.00370917,135.2206311,142.7385402
-22.40809907,-35.15866233,92.54032585,101.4986027,22.40809907,35.15866233,27.26150507,49.81409539
-3.94560597,29.8580359,-45.66494553,54.70244386,3.94560597,-29.8580359,39.65437606,49.7949762
24.11903671,-17.95995558,142.8255334,145.9569146,-24.11903671,17.95995558,1000.220607,1000.672549
8.737781139,5.882757888,44.86241958,46.08245165,-8.737781139,-5.882757888,-44.77093064,45.99338963
-44.60003592,-10.100915,485.2173785,487.3675165,44.60003592,10.100915,526.1504835,528.134001
-30.21784339,-21.642344,-481.9504462,483.3815695,30.21784339,21.642344,-1910.128461,1910.490054
20.95507794,12.42572045,-29.80982741,38.4985666,-20.95507794,-12.42572045,49.14770192,54.85444762
-3.793841577,44.93424074,-12.74159491,46.85965712,3.793841577,-44.93424074,-37.01976334,58.34331241
-23.77476795,36.71421802,814.9361661,816.1091399,23.77476795,-36.71421802,396.4154209,398.8212122
1.565011534,43.26355149,-154.7190313,160.6616407,-1.565011534,-43.26355149,-79.55735788,90.57349139
-3.784913897,-34.68192874,1892.104255,1892.42587,3.784913897,34.68192874,409.117555,410.6024057
10.26700542,17.34113302,1152.588536,1152.764702,-10.26700542,-17.34113302,62.71691389,65.87516666
27.87168742,-1.767763382,36.41135655,45.88837361,-27.87168742,1.767763382,-33.63287262,43.71642789
38.15356681,16.14115719,31.40737428,51.98706354,-38.15356681,-16.14115719,125.5352824,132.1943219
29.39626784,33.94390537,93.75545369,103.953905,-29.39626784,-33.94390537,103.1288894,112.4806521
-8.008484703,-42.84453257,-779.5684294,780.7859668,8.008484703,42.84453257,-1478.631866,1479.274142
-5.981153997,-45.1979363,-764.030377,765.3894725,5.981153997,45.1979363,-711.2438337,712.703598
28.8132721,18.43429745,22.2454055,40.80301505,-28.8132721,-18.43429745,156.6670454,160.3576973
-31.96612191,27.21562726,380.6678234,382.9758675,31.96612191,-27.21562726,139.5729465,145.750234
-4.227516327,4.333544795,7.051203032,9.29359828,4.227516327,-4.333544795,1554.043775,1554.055567
-4.072167778,-12.09541685,-5.920835624,14.06904238,4.072167778,12.09541685,-489.6925597,489.8588416
-40.59168586,-18.02048626,-470.9391141,473.0286166,40.59168586,18.02048626,-678.3147262,679.7670856
-11.52976634,43.27105165,-259.6796182,263.5124732,11.52976634,-43.27105165,-152.8497257,159.2744741
3.822190855,-25.99596783,101.1001245,104.4587701,-3.822190855,25.99596783,-9.34928954,27.88922196
44.43723388,0.9330101063,860.3970173,861.5442911,-44.43723388,-0.9330101063,967.8567972,968.8768333
-17.1886943,-17.1737077,-154.0873483,155.9913406,17.1886943,17.1737077,-1.258368205,24.3304529
-36.96218325,24.72723567,192.6563218,197.7222737,36.96218325,-24.72723567,185.813918,191.0613809
-15.89931699,42.97765783,256.1630542,260.2294712,15.89931699,-42.97765783,338.1801529,341.270689
-44.71994017,-7.998855547,-776.7379205,778.0653262,44.71994017,7.998855547,-943.4948667,944.5879621
-26.54746248,19.03338931,3.81331836,32.88736946,26.54746248,-19.03338931,99.65874544,104.875656
31.37067461,37.53359162,-268.0706461,272.4972679,-31.37067461,-37.53359162,-135.1883649,143.7664208
-32.56518178,-33.49949813,-97.40315085,108.0281502,32.56518178,33.49949813,-103.2098463,113.2915699
11.55932023,38.29143019,-7.958439501,40.78220531,-11.55932023,-38.29143019,37.28903563,54.68385217
9.590183816,-13.48007063,-28.81888593,33.22968727,-9.590183816,13.48007063,-874.0829627,874.2395036
-17.0353936,27.72334139,-32.72671965,46.15004304,17.0353936,-27.72334139,-145.3866645,148.9834572
8.126745277,5.682553088,22.68911027,24.76148467,-8.126745277,-5.682553088,-83.90017099,84.48416473
-4.8787491,36.13976589,-663.4473431,664.4488407,4.8787491,-36.13976589,-169.2671926,173.1509958
-14.78239203,-26.94639897,-5.913485951,31.29851191,14.78239203,26.94639897,-117.9297157,121.868968
37.49076341,-25.52007864,44.55279617,63.57502183,-37.49076341,25.52007864,64.39601465,78.76343351
-1.39456921,5.03091348,7.32834306,8.997751148,1.39456921,-5.03091348,2418.646497,2418.652132
3.235039837,26.54086248,1063.447691,1063.783753,-3.235039837,-26.54086248,120.7347963,123.6599123
-18.74544785,-25.31568762,1622.657514,1622.963242,18.74544785,25.31568762,276.694138,278.481457
28.92414957,21.04041771,35.42549912,50.34154937,-28.92414957,-21.04041771,-18.42987869,40.236377
-43.54452708,6.295236723,19.90428621,48.29012791,43.54452708,-6.295236723,-7.791368479,44.6817778
-33.21815438,-14.95945767,23.99484331,43.62320093,33.21815438,14.95945767,-27.82764858,45.84331117
-29.47029919,27.11711719,-510.6479145,512.2159009,29.47029919,-27.11711719,-1238.673382,1239.320614
-16.47966876,0.3215142597,74.20137622,76.01004596,16.47966876,-0.3215142597,2115.259091,2115.32331
-32.30092192,-1.090868906,687.5781161,688.3372758,32.30092192,1.090868906,123.9965992,128.1393623
13.99734912,5.788227464,518.0470586,518.2684481,-13.99734912,-5.788227464,13.6985011,20.42249475
17.06584093,-30.26455665,-58.91690695,68.39874444,-17.06584093,30.26455665,4.463860097,35.03016361
30.46324574,17.35015792,-512.5404421,513.7380092,-30.46324574,-17.35015792,-116.1444354,121.3201022
-41.90869192,-14.17981408,907.2864763,908.36455,41.90869192,14.17981408,1415.020425,1415.711909
18.54990554,-2.749406724,46.79573036,50.41327814,-18.54990554,2.749406724,1021.662858,1021.834945
40.7051825,-19.18630903,1558.198123,1558.847785,-40.7051825,19.18630903,1016.805557,1017.800848
2.109087386,42.16608425,242.2882918,245.9391048,-2.109087386,-42.16608425,103.4866202,111.7672022
-35.69082973,25.02402246,-61.04605472,75.01105134,35.69082973,-25.02402246,-56.42668754,71.30223064
-45.21153701,-0.8086320822,936.599405,937.6903446,45.21153701,0.8086320822,955.1132963,956.183113
-5.460841578,16.92792069,1867.631275,1867.715973,5.460841578,-16.92792069,73.22248044,75.35188737
6.266608316,21.69727376,-4.358136266,23.00076999,-6.266608316,-21.69727376,149.3485215,151.0464265
37.87422457,11.71907276,681.1982559,682.3509782,-37.87422457,-11.71907276,1758.850362,1759.29713
-20.38365862,28.41987225,24.37973144,42.63278061,20.38365862,-28.41987225,143.5062397,147.7065453
-8.59530542,45.49096975,11.72278291,47.75700203,8.59530542,-45.49096975,33.41749509,57.09673005
-25.65217534,-7.963584822,-21.45989693,34.37993541,25.65217534,7.963584822,-262.7691096,264.1383307
0.07124379569,-13.44767182,-31.11566667,33.89734009,-0.07124379569,13.44767182,-1415.073224,1415.137122
-3.017147958,20.73032738,-801.916575,802.1901538,3.017147958,-20.73032738,-53.39331574,57.35586997
-4.697490144,-45.25896925,518.1311093,520.125261,4.697490144,45.25896925,515.0071924,517.0133934
9.771902416,-7.29257645,976.3415255,976.4176597,-9.771902416,7.29257645,17.24549269,21.12057684
33.87195761,-12.46453279,61.76086435,71.53375745,-33.87195761,12.46453279,-3.974683384,36.31077248
27.38687943,-16.28947843,7.481526056,32.73165905,-27.38687943,16.28947843,-72.31529545,79.02461786
20.05580583,-8.036071885,-3.117271766,21.82959418,-20.05580583,8.036071885,-197.7005068,198.877611
-7.173930867,42.04584831,586.8942745,588.4421875,7.173930867,-42.04584831,354.9891575,357.5424738
10.48642852,-24.97561958,73.84160816,78.65322531,-10.48642852,24.97561958,673.4831928,674.0277129
-44.67230876,9.213407583,359.197921,362.0823781,44.67230876,-9.213407583,352.1801011,355.1215646
-32.82308746,-28.85738613,100.386951,109.4880986,32.82308746,28.85738613,192.3568514,197.2593777
-17.62549363,36.00718624,-51.43675913,65.21438243,17.62549363,-36.00718624,-2.650164717,40.17709371
18.51929025,22.80377586,68.32835139,74.37566745,-18.51929025,-22.80377586,-12.91924101,32.09179168
-0.8622070668,43.08724678,-220.085474,224.2651781,0.8622070668,-43.08724678,-109.3468028,117.5328785
0.7071625509,-19.14919822,-12.23674595,22.73609076,-0.7071625509,19.14919822,108.1571579,109.8415344
-6.749451118,-43.88016625,-110.6410186,119.2160186,6.749451118,43.88016625,-79.44627995,91.0095351
38.37323177,11.19136436,43.70659015,59.22851995,-38.37323177,-11.19136436,14.56973732,42.54443322
9.703391246,7.109590804,26.87091002,29.44058234,-9.703391246,-7.109590804,-64.75982385,65.86757069
35.05499998,-11.77733858,-408.1844614,409.8562105,-35.05499998,11.77733858,-91.74342147,98.91619741
3.465511997,42.09385865,-155.2624865,160.9047619,-3.465511997,-42.09385865,-57.10111648,71.02422272
-36.61817992,-1.595258794,-39.34588668,53.77299275,36.61817992,1.595258794,16.84889078,40.34006782
-22.39083217,-5.254170304,3.576629558,23.27547958,22.39083217,5.254170304,183.449296,184.8853696
-29.53659068,-10.24067704,49.05379725,58.16834774,29.53659068,10.24067704,-21.31957222,37.83921002
1.959082206,-12.34014966,4.632903409,13.32595552,-1.959082206,12.34014966,-83.1719122,84.10519768
11.58270856,-45.39673498,39.24823362,61.11829944,-11.58270856,45.39673498,25.93159333,53.54876485
-37.39925505,-14.34980241,41.86376362,57.94131352,37.39925505,14.34980241,-1.236976907,40.07681648
39.73718575,-7.623633756,396.9367286,398.9936469,-39.73718575,7.623633756,1060.068848,1060.840764
35.32388519,4.443510363,120.9327107,126.0644365,-35.32388519,-4.443510363,609.6701022,610.7087318
-10.88913268,-15.8805386,-16.08186142,25.08766596,10.88913268,15.8805386,89.72876382,91.7715412
28.33725055,-31.13677588,9.869296528,43.2423588,-28.33725055,31.13677588,48.52855151,64.24576945
-12.81210277,-34.62022044,865.7362772,866.5229433,12.81210277,34.62022044,3594.858786,3595.048317
34.79753774,-26.01731412,-249.3067294,253.0644475,-34.79753774,26.01731412,-133.1957775,140.1031206
-36.680672,-2.896136864,-76.14107484,84.56549287,36.680672,2.896136864,-322.94506,325.0344152
-12.26035068,-7.14191765,25.48813661,29.17136085,12.26035068,7.14191765,1039.907894,1040.004688
4.921203223,36.751643,-2.031177752,37.13525531,-4.921203223,-36.751643,-64.74272468,74.60912748
37.12296171,-7.070811691,2411.166933,2411.46306,-37.12296171,7.070811691,681.3467403,682.3939413
7.933389691,-15.18280092,-1567.62026,1567.713857,-7.933389691,15.18280092,-64.27011748,66.51393927
43.86931977,-4.393983484,9.342525466,45.06780547,-43.86931977,4.393983484,13.15637074,46.00993804
-8.639193662,-31.04225468,-11.66613107,34.26887592,8.639193662,31.04225468,65.92130127,73.37489491
17.35595152,46.82568779,-30.99042494,58.77312761,-17.35595152,-46.82568779,-16.58422649,52.62043955
-7.747756463,43.37908352,-911.0846388,912.1496542,7.747756463,-43.37908352,-457.722205,459.8384386
16.58944432,-20.69726867,-17.00301397,31.50696871,-16.58944432,20.69726867,72.77336708,77.45675922
10.37009456,-36.54128674,-80.13668625,88.68310426,-10.37009456,36.54128674,-142.375441,147.3552534
30.68372579,33.5573729,91.22882405,101.9327555,-30.68372579,-33.5573729,95.24142322,105.5391728
-31.92865247,3.786636058,138.1605273,141.852419,31.92865247,-3.786636058,825.6586563,826.2844511
35.37493874,26.14885089,-34.08676233,55.65119999,-35.37493874,-26.14885089,-84.43510195,95.20732711
-27.98952712,6.956823751,-66.69170844,72.66082163,27.98952712,-6.956823751,14.38674628,32.23025742
19.41910095,-33.47527559,-2.661891903,38.79150972,-19.41910095,33.47527559,54.21510352,66.61060732
20.58142892,21.85549931,-173.0191846,175.6043744,-20.58142892,-21.85549931,-1219.904558,1220.273899
6.498073526,13.06533825,-18.98498004,23.94488443,-6.498073526,-13.06533825,90.18473611,91.35761955
46.36281839,4.298407535,611.001204,612.7727625,-46.36281839,-4.298407535,541.5132011,543.5113009
-4.285001405,-36.5189435,435.1095427,436.6604042,4.285001405,36.5189435,114.4668513,120.2275115
36.53503841,-22.92662791,64.20548305,77.34845411,-36.53503841,22.92662791,133.3740881,140.1751999
14.55619996,9.221882626,28.7651521,33.53147852,-14.55619996,-9.221882626,879.7269346,879.8956788
-31.08339568,-19.45635943,-353.5896086,355.4860598,31.08339568,19.45635943,-1362.962021,1363.455242
-26.96400931,-2.281734879,5.802228022,27.67543969,26.96400931,2.281734879,-100.6412959,104.2158076
13.86990207,-3.177416854,-23.5886138,27.54801013,-13.86990207,3.177416854,-974.5916179,974.6954867
48.71648276,11.96007013,-317.7406074,321.6759745,-48.71648276,-11.96007013,-214.161631,219.9580487
18.8117818,-35.65762574,-442.173728,444.0078323,-18.8117818,35.65762574,-174.8023094,179.3911836
-11.68676928,19.60342952,-32.71035058,39.88536148,11.68676928,-19.60342952,-494.802412,495.3284788
3.848420589,-4.08242246,193.6863438,193.7675832,-3.848420589,4.08242246,-9.298412213,10.85987955
16.86690185,-41.52307178,592.4828564,594.1755574,-16.86690185,41.52307178,873.4549221,874.6040011
-15.2564168,23.62652409,993.7969382,994.1948125,15.2564168,-23.62652409,109.1076313,112.6740702
-19.48898708,3.993478191,557.4188789,557.7737669,19.48898708,-3.993478191,26.58454215,33.20401131
23.21006365,-0.2311837827,-20.65771388,31.07252232,-23.21006365,0.2311837827,65.67462987,69.65570694
30.37495692,15.03803181,25.61973839,42.48707337,-30.37495692,-15.03803181,-36.53806514,49.83784318
-9.732115269,21.89339218,1277.105934,1277.330654,9.732115269,-21.89339218,99.40504227,102.2516363
19.94186076,-5.732993339,-168.7456063,170.0165423,-19.94186076,5.732993339,-0.5002627512,20.75560854
13.028089,34.48141381,427.0272502,428.6151787,-13.028089,-34.48141381,1423.389981,1423.867176
-18.76207547,-38.80986161,651.8862602,653.3099701,18.76207547,38.80986161,1233.01225,1233.765549
19.04240174,-4.602805877,29.14190331,35.11480335,-19.04240174,4.602805877,604.8114469,605.1286518
-10.94479349,32.51278648,-17.26387585,38.40457263,10.94479349,-32.51278648,45.8242988,57.24278251
-39.20647327,-19.53361475,1197.574401,1198.375215,39.20647327,19.53361475,485.1901611,487.1634244
52.35001372,6.424416178,317.206929,321.5618647,-52.35001372,-6.424416178,382.2258125,385.8475978
7.492968474,-18.45177964,414.7889392,415.2667538,-7.492968474,18.45177964,16.46359635,25.83917091
4.679023823,31.23930499,-770.833555,771.4804968,-4.679023823,-31.23930499,-105.7299728,110.3476986
32.80958401,-17.40624952,41.01344141,55.33126333,-32.80958401,17.40624952,185.6532943,189.3319624
32.72218997,30.5952921,799.6350484,800.8888964,-32.72218997,-30.5952921,612.2450665,613.8817762
-4.511734328,-3.980596528,21.99773946,22.80573254,4.511734328,3.980596528,-95.3891038,95.57866927
-22.89250416,25.92547623,-267.5782882,269.8042576,22.89250416,-25.92547623,-50.07318604,60.85656106
27.38722561,31.83459026,-22.60963725,47.69378325,-27.38722561,-31.83459026,8.691095132,42.88398767
29.07476093,-33.98430057,740.3937462,741.7433342,-29.07476093,33.98430057,994.0490408,995.0546568
6.89623858,-24.89234378,-10.93608594,28.04968558,-6.89623858,24.89234378,81.13143136,85.14397242
-22.12518928,-36.58722823,171.9410135,177.1774855,22.12518928,36.58722823,86.30225257,96.31317703
27.32316935,-36.97599035,304.3695507,307.822356,-27.32316935,36.97599035,347.6268519,350.6539714
-26.18707382,-5.908667943,-14.064789,30.30665738,26.18707382,5.908667943,73.8118596,78.54212761
16.39459655,4.980796457,672.1017358,672.3201131,-16.39459655,-4.980796457,22.32662631,28.14372704
